Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,TotalSpend,KMeans_Cluster,DBSCAN_Cluster,PCA1,PCA2
Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,38,1,27,0,0,-1.505111687405638,-1.2266146301980447
2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,45,1,96,0,0,-1.568837052783077,-0.790287827976168
2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,69,2,64,1,0,-1.5989385530916016,1.6596551234915504
Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,60,0,1040,3,0,1.6396897230602827,-0.5784595164953137
Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,51,2,163,1,0,-1.4201013429855476,0.4895389795530085
Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,65,0,343,2,0,-0.09562706331373033,-0.24738035366592803
PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,70,3,446,2,0,-1.2654202013142017,1.7557120659922278
Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,60,2,41,1,0,-1.3307301987811033,0.8831787626604491
PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,53,1,70,2,0,-1.2257730759333878,-0.660261185294911
PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,54,2,272,2,0,-0.737680964949475,0.0375769314915939
PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,51,1,46,0,0,-1.1983910530065585,-0.7811046097004385
Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,62,2,490,2,0,-0.7788721386859517,0.7713129262433177
2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,43,1,79,0,0,-1.3936916346052517,-0.8225942304472202
Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,49,1,915,0,0,0.2625658168133648,-0.4613199732767432
PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,70,1,1485,3,0,1.3723710938084372,0.6158998618490196
Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,38,1,369,0,0,-0.5880949853293108,-0.8849632266155409
Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,63,1,1073,3,0,1.0756841724537718,0.993817561090407
PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,82,0,1242,3,0,2.1048768216407843,1.6858117567966617
2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,50,1,78,0,0,-1.4208407017092524,-0.8706558811354785
Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,31,0,1378,3,0,1.8186287680838304,-2.5056639136633114
Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,44,0,1474,3,0,2.3131020455648668,-1.2974794027595788
Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,54,2,751,2,0,-0.6079334204354705,-0.03876813839865627
PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,52,1,48,2,0,-1.0218613503045253,-0.7144033081076486
Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,42,1,45,0,0,-1.2957306339531764,-1.3089326792880798
Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,43,1,10,0,0,-1.5873072628028693,-0.8658362742458966
Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,51,0,1435,3,0,2.143565656646966,-0.9278816715114391
PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,84,0,2119,3,0,3.46259240672011,1.9781083466962435
Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,72,3,20,2,0,-1.8595794502239702,1.8228440848342227
Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,39,0,1795,3,0,2.648814084292658,-1.5491791601229188
Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,36,1,1188,3,0,0.9220956604211826,-1.4582971976668713
2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,36,1,43,0,0,-1.816523352945046,-1.6417700181813342
Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,57,1,1008,2,0,0.6103307234460118,-0.3355672551953086
PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,64,0,1688,3,0,2.5957160542979687,-0.24381856578197855
Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,36,1,684,0,0,-0.38630004530859474,-1.5336112149151104
2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,58,2,1082,1,0,0.21369644494492016,1.07602194099084
Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,61,1,1068,3,0,1.0450020772642217,0.2962358922666668
Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,55,1,57,2,0,-1.152220273766239,-0.4111981787081885
Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,1,46,1,0,-0.5278608494172642,0.922708886225249
Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,59,1,733,2,0,0.4786831064257623,-0.045967123393404447
Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,76,1,467,2,0,0.0008498053947683159,1.0723740850461687
PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,54,1,122,1,0,-1.0369193162300576,0.13828438226001888
2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,39,1,36,0,0,-1.8543930839457876,-1.0108120269777208
Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,1,34,0,0,-1.3976246541131492,-1.4830464171431519
PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,77,1,156,1,0,-0.20164775390342418,1.75095347354299
Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,79,0,14,2,0,-0.5959065912054502,0.5115839279458091
Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,36,1,37,0,0,-1.3639805151587145,-1.90072012730144
2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,0,34,0,0,-0.8001162567611786,-0.6067859084733279
Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,66,0,20,0,0,-0.5918311976798517,0.20448699408814108
Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,53,1,192,1,0,-0.7238615119914383,0.1664558625618391
Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,61,0,1379,3,0,2.1643171876514646,0.37688861214561975
Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,49,1,48,2,0,-1.3665467482269296,-1.0829241704198032
PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,72,1,428,1,0,0.02813733744010591,1.5834568214713831
Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,70,1,868,1,0,0.526404065079582,1.2575901408938224
Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56,1,1001,2,0,0.49052115220791276,-0.20664090649206507
Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,54,1,59,2,0,-1.0166134267487565,-0.5509042738643595
2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,45,2,431,1,0,-0.5292733560099043,0.2904959706020864
Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,49,1,971,2,0,0.6016323222352227,-0.6711016990760755
Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,53,3,348,1,0,-1.9182378674269782,1.233885756257257
2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,59,0,2059,3,0,3.057009355850467,-0.1385128086387075
Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,41,1,265,0,0,-0.7816171514383101,-0.8928136263254477
Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,73,1,270,1,0,-0.2627000571254507,1.2308096787169882
2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,43,0,1289,3,0,1.5417213886355636,-1.0787867506973938
Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,61,1,893,2,0,0.5119923390116988,-0.04771316700672079
Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,76,0,926,3,0,1.5712012211942183,1.0957139367892408
PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,67,1,135,2,0,-0.46705726079287346,0.5397813495191608
Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,0,1495,3,0,2.2657321928500798,0.0420357954966393
Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,50,1,120,0,0,-1.059239065371277,-0.5646069561010918
PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,56,0,1288,3,0,1.6724395232165423,-0.11137924178125404
PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,70,0,1743,3,0,2.4934950531498736,0.2767384373809966
Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,55,1,15,2,0,-1.1557066438962837,-0.5483556505081263
Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,74,2,542,1,0,-0.5132272343750872,2.217937161053728
PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,54,1,890,1,0,0.18621647339199593,0.28003979539797264
Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,50,1,1388,3,0,0.9544289287291373,-0.3713449516372123
Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,45,1,17,0,0,-1.1257474493263224,-1.1689449879524276
PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,44,1,906,1,0,0.2787238627806289,-0.48588268927530387
Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,47,2,44,1,0,-1.6792424121574243,0.2609655539457074
Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,37,1,25,0,0,-1.5879119487373716,-1.4456497218916269
Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,69,1,973,2,0,0.7296155803849429,0.9079070630492749
PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,53,2,31,1,0,-1.5599489863455325,0.46685622916311587
Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,48,1,518,2,0,-0.12937329605417744,-0.8274394281063179
PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,53,1,530,1,0,0.09040893080753228,0.3023594130057638
Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,48,1,506,0,0,-0.4831001286980958,-0.7041583746762903
Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,52,1,70,0,0,-0.9547259007985724,-0.24641071096943895
Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,53,1,54,0,0,-0.990597626264833,-0.24330515661267005
Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,51,1,296,0,0,-0.8867043608207584,-0.699297577976171
Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,50,1,266,0,0,-0.6750373405768908,-0.6597199805690421
Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,65,0,747,3,0,1.5768607964269847,0.7317742847751497
PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,61,0,895,3,0,1.583496895607059,-0.15623041801862797
Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,49,1,1053,2,0,0.6656577276091318,-0.8461118617257632
Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,51,1,735,1,0,0.24352954997923068,0.1385983496232466
Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,56,1,20,0,0,-1.5557291426840694,-0.4842082611424713
2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,73,0,205,1,0,-0.19847972597008953,0.9712577930395933
PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,67,1,2092,3,0,2.282630284871043,0.584488312622228
Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,49,1,309,1,0,-0.5525346364961244,-0.022427425559024244
Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,70,0,1722,3,0,2.497094146503799,0.8290241253694802
Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,61,1,900,1,0,0.4776023276479751,0.6839084452912038
PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,81,0,682,1,0,1.0256061500510905,1.6031814026200224
Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,63,1,663,1,0,0.27336818914575606,0.9420610056943645
Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,47,1,43,2,0,-0.6521223427870555,-0.8698238734754435
PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,54,1,1816,3,0,1.8594069249008125,0.3810624199288841
PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,76,1,976,1,0,0.9345109541665891,1.6663998496429469
Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,81,0,746,2,0,1.3080298397298606,0.9095111060702149
Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,75,2,64,1,0,-1.6337995277759727,2.1756113028450375
Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,64,1,32,2,0,-0.662384154632839,0.08476918811608929
Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,35,0,263,0,0,-0.6369799955924985,-2.6356328964448563
PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,40,1,1445,3,0,0.9837506615362508,-0.8696903700220413
Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,1,46,1,0,-0.5278608494172642,0.922708886225249
Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,72,0,1210,3,0,1.4419369157982487,0.39715940662766114
Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,49,1,945,3,0,0.5750208936481557,-0.11581785946257142
Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,36,0,1157,3,0,1.6697520555000074,-1.4884592418670979
Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,33,0,137,0,0,-0.5323090684890119,-2.060576412998094
Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,66,1,730,1,0,0.41193183562068186,0.7775559799423228
PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,44,1,216,0,0,-0.8586078755303798,-0.43864626681863844
Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,46,1,943,2,0,0.40214424542685123,-1.0702441971154875
Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,61,2,347,1,0,-0.966920654049508,1.3378536806806578
Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,66,0,1924,3,0,2.9793704142400146,0.6914223674253417
PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,79,1,397,1,0,-0.2088812278823612,1.7139056207512309
Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,50,0,2089,3,0,2.8008317939269602,-0.7989614173015159
Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,64,2,138,2,0,-1.464129195725225,0.6326096405583423
Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,1,42,0,0,-1.456782639144586,-1.3615359401805496
Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,0,777,3,0,1.3325893221043825,0.03898086102989473
Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,81,0,1902,3,0,2.890998604861974,1.1055051236549451
Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,60,2,52,1,0,-1.7236845681860256,0.8896329130458296
Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,38,0,1651,3,0,2.0380984551840546,-1.2187225968357271
Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,34,0,358,0,0,-0.1085627268473854,-2.168537801195192
Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,72,0,1727,3,0,2.394297820501317,0.9444576669124786
Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,38,1,210,0,0,-1.2664021489486539,-1.5713406564473327
Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,39,1,42,0,0,-1.2572871087855886,-1.044857034609177
PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,67,0,1291,3,0,2.0422281865727796,0.11181990106070726
Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,0,442,0,0,0.30716603708612994,-0.8910684612181538
Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,0,1895,3,0,2.2499666634781064,-0.41639567624596907
PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,2,411,1,0,-0.8560519446311587,1.3829807100827303
2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,1,521,1,0,-0.28713014277500576,-0.13208146281812633
Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,1,1168,3,0,1.0466041892968492,0.3046553126075793
Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,2,493,1,0,-0.7391966988708493,0.0702696886196953
Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,2,260,1,0,-0.6599772172807452,1.3070613742094523
Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,1,46,0,0,-1.316001222000206,-0.9795033721357608
Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,1,319,1,0,-0.26639657158327873,1.4614113503842938
Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,1,96,2,0,-0.7353340029248635,-0.38103760669732956
Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,0,1062,3,0,1.6852662986009266,-0.539424792995263
2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,1,232,1,0,-0.14098663437957387,1.2560895563532182
Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,1,76,0,0,-1.4037930631633277,-0.8459147467830604
2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,1,54,0,0,-1.3341524138596206,-0.7569962936127257
Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,1,201,2,0,-0.6683077652778607,-0.1624688151686468
PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,1,406,0,0,-0.6246576548978132,-1.2180653673768678
PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,0,1919,3,0,2.612259995915213,-1.6520155378349146
Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,1,662,0,0,-0.0015773691770295823,-0.40019339460691294
2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,1,41,0,0,-1.4876092855159733,-1.1616943857804236
Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,0,1600,3,0,2.499332417565826,0.21612178705701077
Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,1,134,0,0,-0.7482070781321161,-0.5635987529190583
Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,2,69,1,0,-1.9994408044030196,0.4063922345371175
